respid,Community Type,Religion,Education Level,Age group,Gender,Family income,US region
12453,Rural,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",South
478,Urban,Agnostic,College graduate+,18-29,A man,"$125,000 to less than $150,000",West
15981,Suburban,Agnostic,College graduate+,30-49,A man,"$150,000 or more",Midwest
1103,Rural,Roman Catholic,College graduate+,18-29,A man,"$30,000 to less than $40,000",West
16896,Suburban,Protestant,College graduate+,65+,A woman,"Less than $30,000",West
17656,Rural,Nothing in particular,Some College,18-29,A woman,"$70,000 to less than $100,000",Midwest
7901,Suburban,Protestant,College graduate+,50-64,A man,"$100,000 to less than $125,000",Northeast
18287,Suburban,Protestant,Some College,65+,A woman,"$40,000 to less than $50,000",West
15397,Suburban,Protestant,Some College,65+,A woman,"$30,000 to less than $40,000",West
7543,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",South
18443,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"$50,000 to less than $70,000",South
7524,Rural,Protestant,College graduate+,65+,A man,"$150,000 or more",South
14010,Rural,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",South
9560,Rural,Nothing in particular,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
16138,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",Northeast
3927,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",South
10628,Suburban,Something else (please specify):,College graduate+,65+,A woman,"$50,000 to less than $70,000",Northeast
6278,Suburban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",West
8353,Urban,Roman Catholic,College graduate+,30-49,A woman,"Less than $30,000",South
13270,Suburban,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",West
12137,Urban,Orthodox,College graduate+,30-49,A man,"$125,000 to less than $150,000",South
13458,Suburban,Protestant,Some College,50-64,A woman,"$40,000 to less than $50,000",Midwest
17650,Rural,Nothing in particular,College graduate+,50-64,A woman,"$125,000 to less than $150,000",Northeast
11990,Rural,Protestant,Some College,65+,A man,"Less than $30,000",South
2129,Rural,Roman Catholic,College graduate+,65+,A man,"$50,000 to less than $70,000",Northeast
16824,Rural,Nothing in particular,Some College,65+,A man,"$70,000 to less than $100,000",South
2697,Rural,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
5797,Rural,Protestant,College graduate+,30-49,A man,"$50,000 to less than $70,000",Midwest
16538,Urban,Nothing in particular,Some College,65+,A man,"$50,000 to less than $70,000",South
11854,Suburban,Agnostic,Some College,30-49,A man,"$50,000 to less than $70,000",South
5020,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
9765,Rural,Protestant,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",South
5356,Suburban,Roman Catholic,College graduate+,65+,A woman,"$100,000 to less than $125,000",West
11676,Rural,Nothing in particular,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
13007,Rural,Protestant,Some College,65+,A woman,"$150,000 or more",South
14071,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$100,000 to less than $125,000",South
9103,Urban,Nothing in particular,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",South
1750,Suburban,Orthodox,College graduate+,30-49,A woman,"$150,000 or more",South
2425,Suburban,Refused/Web blank,College graduate+,65+,A woman,"$40,000 to less than $50,000",Northeast
11846,Rural,Protestant,Some College,50-64,A man,"$50,000 to less than $70,000",West
7206,Suburban,Something else (please specify):,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
9339,Urban,Roman Catholic,H.S. graduate or less,18-29,A man,"$125,000 to less than $150,000",Midwest
13000,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"$100,000 to less than $125,000",South
11896,Suburban,Protestant,College graduate+,65+,A woman,"$30,000 to less than $40,000",South
17144,Rural,Protestant,H.S. graduate or less,Refused,A woman,"Less than $30,000",South
7336,Rural,Nothing in particular,College graduate+,50-64,A man,"$150,000 or more",Midwest
8652,Rural,Refused/Web blank,Refused,30-49,A woman,"$30,000 to less than $40,000",South
5257,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
7442,Suburban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",West
15979,Refused/Web blank,Roman Catholic,Some College,50-64,A woman,"$70,000 to less than $100,000",Northeast
3096,Suburban,Protestant,Some College,50-64,A man,"Less than $30,000",South
7512,Urban,Atheist,Some College,30-49,A woman,"$50,000 to less than $70,000",West
14291,Urban,Protestant,H.S. graduate or less,50-64,In some other way,"$50,000 to less than $70,000",Northeast
16101,Suburban,Protestant,College graduate+,30-49,A man,"$150,000 or more",South
7691,Rural,Protestant,Some College,50-64,A woman,"$50,000 to less than $70,000",South
2954,Suburban,Nothing in particular,Some College,18-29,A woman,"$70,000 to less than $100,000",West
11262,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",Midwest
5401,Suburban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",West
462,Urban,Orthodox,Some College,65+,A woman,"Less than $30,000",West
579,Urban,Roman Catholic,College graduate+,65+,A woman,"Less than $30,000",Northeast
17485,Suburban,Roman Catholic,College graduate+,50-64,A man,"$50,000 to less than $70,000",South
17052,Suburban,Protestant,College graduate+,30-49,A woman,"$125,000 to less than $150,000",South
11068,Rural,Protestant,H.S. graduate or less,50-64,A woman,"$30,000 to less than $40,000",South
11938,Suburban,Refused/Web blank,Some College,65+,A man,"$30,000 to less than $40,000",Midwest
1849,Urban,Protestant,H.S. graduate or less,50-64,A man,"$30,000 to less than $40,000",Midwest
15379,Suburban,Nothing in particular,H.S. graduate or less,18-29,A man,"$40,000 to less than $50,000",Midwest
1587,Rural,Protestant,College graduate+,18-29,A man,"$50,000 to less than $70,000",South
11205,Suburban,Something else (please specify):,H.S. graduate or less,65+,A woman,"Less than $30,000",Northeast
10044,Suburban,Nothing in particular,H.S. graduate or less,18-29,A woman,"Less than $30,000",South
7797,Suburban,Protestant,Some College,65+,A man,Refused/Web blank,Northeast
14420,Suburban,Protestant,College graduate+,65+,A woman,"$125,000 to less than $150,000",Midwest
6079,Suburban,Protestant,Some College,30-49,A woman,"Less than $30,000",Midwest
6007,Urban,Roman Catholic,College graduate+,30-49,A woman,"Less than $30,000",Northeast
13682,Urban,Something else (please specify):,College graduate+,18-29,A woman,"$100,000 to less than $125,000",South
14760,Suburban,Protestant,Some College,50-64,A man,"$150,000 or more",Midwest
8949,Rural,Protestant,College graduate+,30-49,A man,"$125,000 to less than $150,000",South
18462,Urban,Nothing in particular,H.S. graduate or less,65+,A man,"$100,000 to less than $125,000",South
6742,Rural,Agnostic,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",South
4421,Suburban,Roman Catholic,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",Northeast
4761,Rural,Protestant,College graduate+,50-64,A woman,"$40,000 to less than $50,000",West
11566,Suburban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
8755,Rural,Refused/Web blank,Some College,30-49,A woman,"Less than $30,000",Midwest
9668,Suburban,Protestant,College graduate+,30-49,A man,"$70,000 to less than $100,000",South
12947,Rural,Protestant,Some College,65+,A woman,"$70,000 to less than $100,000",South
5469,Rural,Roman Catholic,College graduate+,65+,A man,"$40,000 to less than $50,000",Northeast
3240,Suburban,Roman Catholic,H.S. graduate or less,65+,A man,"Less than $30,000",South
1123,Urban,Protestant,College graduate+,18-29,A man,"Less than $30,000",South
11537,Suburban,Protestant,Some College,50-64,A man,Refused/Web blank,Midwest
1183,Rural,Protestant,Some College,30-49,A woman,"Less than $30,000",South
13692,Urban,Atheist,Some College,30-49,A woman,"$100,000 to less than $125,000",Midwest
16638,Rural,Protestant,Some College,65+,A man,"$40,000 to less than $50,000",Midwest
6206,Urban,Nothing in particular,Some College,18-29,A woman,"$40,000 to less than $50,000",Northeast
17537,Urban,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
403,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
11103,Suburban,Agnostic,H.S. graduate or less,30-49,A woman,"Less than $30,000",Midwest
12397,Urban,Mormon,College graduate+,65+,A woman,"$30,000 to less than $40,000",West
4680,Urban,Something else (please specify):,College graduate+,18-29,A woman,"$50,000 to less than $70,000",Midwest
9867,Rural,Roman Catholic,Some College,50-64,A man,"$150,000 or more",Northeast
16630,Suburban,Roman Catholic,College graduate+,65+,A woman,"$125,000 to less than $150,000",West
5650,Rural,Roman Catholic,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",South
13105,Suburban,Nothing in particular,College graduate+,18-29,A woman,"$50,000 to less than $70,000",West
15882,Suburban,Roman Catholic,H.S. graduate or less,30-49,A man,"$50,000 to less than $70,000",Midwest
5531,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
17250,Suburban,Roman Catholic,H.S. graduate or less,30-49,A man,"$100,000 to less than $125,000",West
9759,Rural,Roman Catholic,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",West
16160,Urban,Nothing in particular,Some College,18-29,In some other way,"Less than $30,000",West
7870,Urban,Agnostic,Some College,30-49,A woman,"$150,000 or more",Midwest
15418,Suburban,Protestant,College graduate+,65+,A man,"$150,000 or more",South
2667,Suburban,Protestant,Some College,30-49,A man,"$100,000 to less than $125,000",South
14485,Rural,Nothing in particular,Some College,30-49,A woman,"Less than $30,000",South
2646,Suburban,Agnostic,College graduate+,30-49,A man,"$150,000 or more",South
10208,Rural,Protestant,Some College,30-49,A woman,"Less than $30,000",South
6185,Suburban,Hindu,Some College,30-49,A man,"$40,000 to less than $50,000",South
2383,Suburban,Roman Catholic,College graduate+,Refused,A woman,Refused/Web blank,South
6707,Suburban,Protestant,Some College,65+,A man,"$70,000 to less than $100,000",South
17668,Rural,Roman Catholic,Some College,65+,A man,"$125,000 to less than $150,000",Northeast
18057,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",Northeast
10402,Rural,Refused/Web blank,H.S. graduate or less,30-49,A woman,"$30,000 to less than $40,000",South
9990,Suburban,Something else (please specify):,H.S. graduate or less,18-29,A man,"$50,000 to less than $70,000",South
115,Suburban,Protestant,Some College,50-64,A woman,"$70,000 to less than $100,000",South
17361,Rural,Protestant,Some College,50-64,A man,"$150,000 or more",Midwest
136,Suburban,Protestant,H.S. graduate or less,50-64,A woman,Refused/Web blank,Northeast
4051,Urban,Protestant,Some College,18-29,A man,"$70,000 to less than $100,000",West
6523,Urban,Roman Catholic,H.S. graduate or less,65+,A man,"$50,000 to less than $70,000",West
3687,Suburban,Protestant,College graduate+,50-64,A man,"$125,000 to less than $150,000",South
4548,Rural,Protestant,College graduate+,30-49,A woman,"$40,000 to less than $50,000",South
12083,Urban,Protestant,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
16400,Rural,Roman Catholic,College graduate+,65+,A man,"$150,000 or more",South
542,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$125,000 to less than $150,000",South
9861,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
17605,Urban,Protestant,H.S. graduate or less,65+,A man,"$40,000 to less than $50,000",Midwest
6106,Rural,Protestant,H.S. graduate or less,50-64,A man,"$50,000 to less than $70,000",South
18171,Suburban,Nothing in particular,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",West
1285,Urban,Roman Catholic,College graduate+,65+,A man,"$150,000 or more",Northeast
18165,Suburban,Roman Catholic,College graduate+,65+,A man,"$100,000 to less than $125,000",South
8664,Rural,Agnostic,H.S. graduate or less,18-29,A man,"$30,000 to less than $40,000",Midwest
14708,Urban,Atheist,College graduate+,65+,A man,"$100,000 to less than $125,000",West
4618,Suburban,Protestant,College graduate+,50-64,A woman,"$125,000 to less than $150,000",West
1117,Urban,Roman Catholic,H.S. graduate or less,65+,A woman,"$30,000 to less than $40,000",South
1171,Urban,Roman Catholic,College graduate+,50-64,A man,"$100,000 to less than $125,000",South
2428,Suburban,Agnostic,Some College,30-49,A woman,"$100,000 to less than $125,000",South
2285,Suburban,Roman Catholic,College graduate+,65+,A man,"$150,000 or more",South
4278,Suburban,Agnostic,College graduate+,65+,A woman,"$70,000 to less than $100,000",Northeast
2647,Urban,Protestant,Some College,50-64,A woman,"$100,000 to less than $125,000",South
12233,Suburban,Nothing in particular,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
10774,Urban,Protestant,College graduate+,30-49,A woman,"$50,000 to less than $70,000",Northeast
18179,Suburban,Roman Catholic,Some College,65+,A woman,"Less than $30,000",Northeast
2652,Suburban,Protestant,Some College,65+,A woman,Refused/Web blank,Midwest
1225,Urban,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
15827,Urban,Roman Catholic,College graduate+,30-49,A woman,"$100,000 to less than $125,000",Midwest
13937,Urban,Jewish,College graduate+,30-49,A man,"Less than $30,000",West
2241,Rural,Atheist,College graduate+,30-49,A woman,"$150,000 or more",South
17829,Suburban,Agnostic,H.S. graduate or less,50-64,A man,"$100,000 to less than $125,000",West
6638,Rural,Protestant,Some College,65+,A woman,"Less than $30,000",Midwest
12163,Urban,Protestant,College graduate+,65+,A woman,"$100,000 to less than $125,000",West
9986,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",Midwest
14786,Suburban,Protestant,College graduate+,50-64,A woman,"$70,000 to less than $100,000",South
15455,Suburban,Protestant,College graduate+,18-29,A woman,"$100,000 to less than $125,000",South
6995,Suburban,Roman Catholic,Some College,30-49,A woman,"$100,000 to less than $125,000",Midwest
10261,Rural,Roman Catholic,Some College,50-64,A woman,"$30,000 to less than $40,000",South
11228,Rural,Roman Catholic,College graduate+,50-64,A woman,"$30,000 to less than $40,000",West
2836,Suburban,Protestant,H.S. graduate or less,18-29,A woman,Refused/Web blank,Midwest
14416,Urban,Roman Catholic,College graduate+,65+,A man,"Less than $30,000",Midwest
6557,Suburban,Roman Catholic,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
15235,Refused/Web blank,Protestant,College graduate+,65+,A man,"$150,000 or more",South
16814,Suburban,Roman Catholic,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Northeast
15677,Rural,Atheist,College graduate+,65+,A man,"$70,000 to less than $100,000",Midwest
