respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
15475,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
266,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$30,000 to less than $40,000",South,Metropolitan
1219,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,3,"$70,000 to less than $100,000",Northeast,Metropolitan
17291,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Something else,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",West,Metropolitan
4265,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$70,000 to less than $100,000",West,Metropolitan
11431,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$70,000 to less than $100,000",Midwest,Metropolitan
536,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",Northeast,Metropolitan
9105,Rural,"Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,Refused,30-49,"U.S. - 50 states, District of Columbia",A man,2,Refused/Web blank,South,Non-metropolitan
11024,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,Asian non-Hispanic,30-49,Another country (please specify):,A man,2,"$100,000 to less than $125,000",West,Metropolitan
18313,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Midwest,Metropolitan
13737,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",South,Metropolitan
14643,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,Some College,Something else,No,Other,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$40,000 to less than $50,000",Midwest,Metropolitan
16703,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Something else,No,Asian non-Hispanic,30-49,Another country (please specify):,A woman,1,"$50,000 to less than $70,000",Midwest,Metropolitan
12882,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Nothing in particular,H.S. graduate or less,Something else,No,White non-Hispanic,50-64,Refused/Web blank,A woman,3,"$30,000 to less than $40,000",South,Metropolitan
2693,Rural,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$40,000 to less than $50,000",West,Metropolitan
13601,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$40,000 to less than $50,000",South,Non-metropolitan
13855,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"Less than $30,000",West,Metropolitan
7690,Urban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Refused/Web blank,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",Northeast,Metropolitan
18442,Suburban,"Yes, use this",Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Refused/Web blank,Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",Midwest,Metropolitan
14104,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this",Nothing in particular,Some College,Democrat,No,Black non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,3,"Less than $30,000",South,Metropolitan
2008,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,Refused/Web blank,"$40,000 to less than $50,000",Northeast,Metropolitan
18246,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Something else,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Midwest,Metropolitan
298,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",South,Metropolitan
15800,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this",Protestant,Some College,Democrat,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",South,Metropolitan
11970,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this",Something else (please specify):,Some College,Democrat,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$125,000 to less than $150,000",West,Metropolitan
3840,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,3,"$50,000 to less than $70,000",Midwest,Metropolitan
748,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Mormon,College graduate+,Republican,No,Asian non-Hispanic,65+,Another country (please specify):,A man,4,"$150,000 or more",West,Metropolitan
17831,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Something else,No,Refused,Refused,"U.S. - 50 states, District of Columbia",A man,3,Refused/Web blank,Midwest,Metropolitan
16826,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
15556,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",South,Metropolitan
5055,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,H.S. graduate or less,Something else,Yes,Hispanic,30-49,Another country (please specify):,A woman,2,"$40,000 to less than $50,000",South,Metropolitan
7107,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",South,Metropolitan
